cohort_id,gene,effect_size,log2fc,pvalue,n_prog,n_nonprog
GSE107994,CD5,-1.348347726715212,-0.1568307416805909,4.500466041965109e-08,53,122
GSE107994,CD52,-0.3367797180140972,-0.0236929405328782,0.065954004018422,53,122
GSE107994,CD53,1.4811133705682382,0.0680302891331914,9.743243157394014e-11,53,122
GSE107994,CD55,0.8696312107032452,0.0874096795720067,2.192237210721211e-06,53,122
GSE107994,CD58,0.4473265120426326,0.089556846167293,0.0087613189563067,53,122
GSE107994,CD59,1.486229974746418,0.200047590759024,9.94851091103626e-12,53,122
GSE107994,CD6,-1.2030378181416588,-0.1100672357616616,4.2009208285335995e-08,53,122
GSE107994,CD63,1.5981342510712089,0.1367761451314937,5.1129276139871276e-11,53,122
GSE107994,CD69,-0.8763986246350453,-0.3759748238678602,1.045324771600991e-05,53,122
GSE107994,CD7,-0.7119740856661347,-0.0604905741177828,0.0001161128082211,53,122
GSE107994,CD70,0.0110448808271535,0.0055772347790375,0.9469461482009942,53,122
GSE107994,CD72,-0.3546778956118129,-0.0608365296268784,0.0344109104305724,53,122
GSE107994,CD74,1.3587393482159165,0.0643772098645545,5.995502740620621e-12,53,122
GSE107994,CD79A,-0.8630577272279579,-0.1280569871435686,4.021402042597255e-06,53,122
GSE107994,CD79B,-0.5705549820638266,-0.0747664242928403,0.001162005403564,53,122
GSE107994,CD81,-0.4610050293884354,-0.0319110244944274,0.0035422617068187,53,122
GSE107994,CD82,0.2595999968467997,0.0185605779691089,0.1656146699125013,53,122
GSE107994,CD83,-0.4182120556116808,-0.0737879979492508,0.0266173247703821,53,122
GSE107994,CD84,-0.7095677293191189,-0.0786061015909989,8.606066902289299e-05,53,122
GSE107994,CD86,1.1350293202299504,0.1011668096475437,1.621751271370606e-09,53,122
GSE107994,CD8A,-1.08422340119772,-0.1446552639639851,1.1900176221544103e-06,53,122
GSE107994,CD8B,-1.0029072843336324,-0.1456895764997399,1.3321933333391757e-06,53,122
