gene,posterior_mean,posterior_sd,ci95_low,ci95_high,post_prob_positive,tau2,n_cohorts,posterior_abs_mean
SPOCD1,0.5574043384275361,0.2067480267159014,0.15217820606436938,0.9626304707907029,0.9964917106264247,0.07867853500311546,2,0.5574043384275361
FLCN,0.6764946540926754,0.25110249162393367,0.1843337705097654,1.1686555376755854,0.9964710267400482,0.11928931501980328,2,0.6764946540926754
GCNT1,0.6024164000259901,0.2237132637816489,0.16393840301395823,1.0408943970380218,0.9964573249265811,0.0932821843699349,2,0.6024164000259901
PTPN1,0.7677009772590643,0.2853297826310568,0.208454603302193,1.3269473512159355,0.996433542416206,0.15600835465624968,2,0.7677009772590643
DCTN2,0.8527096624661047,0.31693561709024765,0.23151585296921928,1.47390347196299,0.9964325588217813,0.19407711904456854,2,0.8527096624661047
SOX6,0.23961658454768053,0.08907077227311379,0.0650378708923775,0.41419529820298356,0.9964293465392737,0.00911923654951053,2,0.23961658454768053
ITLN1,0.15497862707424107,0.0576390417704235,0.04200610520421101,0.26795114894427113,0.9964143026683687,0.0,2,0.15497862707424107
AGFG1,0.7196308250706964,0.2676912252161364,0.1949560236470691,1.2443056264943237,0.9964090174204033,0.13650040100731417,2,0.7196308250706964
FLII,0.5587421675053066,0.2078940869771564,0.15126975703008005,0.9662145779805331,0.9964019344843893,0.07962878599983979,2,0.5587421675053066
SNX21,0.7352174185053469,0.2736392228828354,0.1988845416549896,1.2715502953557043,0.9963931335845164,0.14293969513666913,2,0.7352174185053469
PCBP1-AS1,0.6215043502734242,0.23136046383781558,0.16803784115130566,1.0749708593955427,0.9963876250583448,0.10024146244180755,2,0.6215043502734242
DENND1A,1.5148385291036222,0.5639356829805515,0.4095245904617413,2.620152467745503,0.996386403710944,0.6292234532474996,2,1.5148385291036222
EGLN1,0.4069519201499223,0.1516244580392364,0.10976798239301894,0.7041358579068258,0.9963620616311261,0.039181390199357055,2,0.4069519201499223
HAAO,0.8544327827970445,0.31845637760751927,0.23025828268630677,1.4786072829077823,0.9963522410472541,0.19600961861442862,2,0.8544327827970445
ZNF611,0.32725550951715404,0.1219848671513664,0.0881651699004759,0.5663458491338322,0.9963490766953135,0.022976644417961836,2,0.32725550951715404
TCN2,1.3441067492989909,0.5011553407920147,0.361842281346642,2.3263712172513396,0.9963410043484797,0.49549041213575623,2,1.3441067492989909
ADRA2A,0.7394169619260288,0.2760583309894759,0.19834263318665601,1.2804912906654016,0.9963021523025382,0.14559910692894976,2,0.7394169619260288
LRG1,0.8693389823487546,0.3246229399132225,0.2330780201188385,1.5055999445786707,0.9962967964853382,0.20394056694015192,2,0.8693389823487546
TRAPPC6B,0.15434665811872172,0.0576390417704235,0.04137413624869167,0.26731917998875177,0.9962947869726286,0.0,2,0.15434665811872172
CETP,1.0450763155318714,0.39059597364195336,0.2795082071936429,1.8106444238700998,0.9962701545034447,0.29830907840494264,2,1.0450763155318714
CTDSPL,0.7850103741163007,0.2935517039862857,0.20964903430318071,1.3603717139294207,0.9962543990309887,0.16552697204684472,2,0.7850103741163007
ATP6V0A1,0.9755941737469858,0.3648403620803918,0.2605070640694179,1.6906812834245537,0.9962527157339729,0.25939622014960934,2,0.9755941737469858
SRF,0.49754247202798213,0.1861187071165128,0.13274980607961706,0.8623351379763472,0.9962440261662582,0.06247276475728868,2,0.49754247202798213
PCBP1,0.5155622118518798,0.19287604754312393,0.13752515866735687,0.8935992650364026,0.9962414510266873,0.06759353204021676,2,0.5155622118518798
GALNT10,0.2939540572784342,0.11005134511609418,0.07825342085088963,0.5096546937059788,0.9962194253715333,0.017448061115283516,2,0.2939540572784342
DECR1,1.181603536050534,0.44259591704703544,0.3141155386383445,2.0490915334627235,0.9962041809976674,0.38496004588066807,2,1.181603536050534
GSR,0.9396148593539633,0.35230093577385396,0.24910502523720957,1.630124693470717,0.9961743297492446,0.24141147521505738,2,0.9396148593539633
RNF40,0.7825609116938516,0.2935632656151576,0.20717691108814262,1.3579449122995606,0.996158951607474,0.16554054749345448,2,0.7825609116938516
AP5B1,1.1132016039137458,0.41761608424616437,0.2946740787912636,1.931729129036228,0.9961575605191334,0.3419845301882638,2,1.1132016039137458
BNIPL,0.36760193854396345,0.1380190712271234,0.09708455893880158,0.6381193181491254,0.9961323919285727,0.03130550831343147,2,0.36760193854396345
C5ORF15,0.5742212570851778,0.21561633966825758,0.15161323133539295,0.9968292828349626,0.9961294939528156,0.08616869080613893,2,0.5742212570851778
BTBD3,0.15348450252043108,0.0576390417704235,0.04051198065040103,0.26645702439046115,0.9961259786930554,0.0,2,0.15348450252043108
FPR2,0.5395524110067335,0.20264297103967083,0.14237218776897864,0.9367326342444883,0.9961227528667826,0.07531798002535946,2,0.5395524110067335
FBXO42,0.4163122718041937,0.15637750136697703,0.10981236912491876,0.7228121744834687,0.9961187146188069,0.04210767876431429,2,0.4163122718041937
PPP1R12A,0.28511729124654933,0.10710250009234037,0.0751963910655622,0.49503819142753647,0.9961172302411317,0.016170181413321754,2,0.28511729124654933
HMGB3,0.44131927563441675,0.1657968553472515,0.11635743915380381,0.7662811121150297,0.9961138817294004,0.048174244496176785,2,0.44131927563441675
TRIM25,0.961917884842109,0.36148608501955204,0.25340515820378706,1.670430611480431,0.9961046613624212,0.2545237063269426,2,0.961917884842109
TJP2,0.724564037374539,0.2723291129063857,0.1907989760780231,1.258329098671055,0.9961001430769607,0.14150921750515666,2,0.724564037374539
TMEM91,0.6186360586450493,0.23260447811967683,0.16273128153048277,1.074540835759616,0.996088384242679,0.10139569748776488,2,0.6186360586450493
SLA,0.791994271052456,0.2978515645355525,0.20820520456277314,1.3757833375421389,0.9960816236650523,0.17061266990696886,2,0.791994271052456
IRF1,1.461587729606924,0.5499129038583029,0.38375843804465015,2.5394170211691978,0.9960679921508491,0.5979850480819987,2,1.461587729606924
HMGB2,0.31072752138994597,0.11708033022494126,0.0812500741490611,0.5402049686308308,0.9960224386734298,0.020635168473057568,2,0.31072752138994597
INSR,0.5566099564716527,0.21010394540802335,0.1448062234719269,0.9684136894713784,0.9959660183847927,0.08147592023453219,2,0.5566099564716527
MANBA,0.8573870423910064,0.32365779304408776,0.2230177680245944,1.4917563167574184,0.9959641309628289,0.20268922968509176,2,0.8573870423910064
RNF19B,0.9815960648270233,0.3708374465035221,0.25475466968012006,1.7084374599739265,0.9959391873059003,0.2682199152313397,2,0.9815960648270233
EIF4EBP2,0.3681097419084631,0.13911580446457772,0.09544276515789074,0.6407767186590354,0.9959283159435461,0.03191288673110489,2,0.3681097419084631
SWSAP1,0.4376813125377046,0.165476944875775,0.11334650058118562,0.7620161244942236,0.9959150743243621,0.047962375384820365,2,0.4376813125377046
RNF130,0.8522506268310814,0.322591568344117,0.21997115287661206,1.484530100785551,0.995877728009913,0.20131117463603637,2,0.8522506268310814
ARF1,0.8091213483092331,0.30630863990374274,0.20875641409789736,1.409486282520569,0.9958732910754742,0.1808311478033756,2,0.8091213483092331
STOM,1.204950495933493,0.4565914413638597,0.3100312708603279,2.099869721006658,0.9958426035731283,0.4101290527459762,2,1.204950495933493
CD274,1.4829875692632979,0.5622409175534194,0.3809953708585958,2.584979767668,0.9958257079033876,0.6254062546317064,2,1.4829875692632979
CD14,1.024652665110968,0.38867199930548757,0.2628555464722123,1.7864497837497235,0.9958091146223904,0.29531053539683966,2,1.024652665110968
SPTSSA,0.622170403563355,0.23624194022743064,0.15913620071759088,1.085204606409119,0.9957759434747206,0.1048061711275231,2,0.622170403563355
CAPN1,0.9225931288391495,0.35046901542583253,0.23567385860451773,1.6095123990737812,0.9957614595245492,0.23883669019355114,2,0.9225931288391495
MEF2B,0.5934578889225424,0.2257600872717035,0.15096811787000353,1.0359476599750812,0.9957145341387544,0.09512194704288432,2,0.5934578889225424
MYBL2,0.4654352728825227,0.17727349928908964,0.11797921427590696,0.8128913314891384,0.9956741748097067,0.05604602666674554,2,0.4654352728825227
RUNDC3A,0.21197177658066937,0.08074021096978405,0.05372096307989263,0.3702225900814461,0.9956720760657524,0.006306578860019518,2,0.21197177658066937
PHLDA3,0.22296451282481092,0.08495511818121643,0.05645248118962673,0.38947654445999513,0.9956611561485983,0.007694374064154939,2,0.22296451282481092
MXI1,0.6809973429104923,0.25948920408138443,0.1723985029109788,1.1895961829100057,0.995659610323401,0.12785306402477709,2,0.6809973429104923
LAT2,0.9221263036311209,0.35145543186662714,0.23327365717253168,1.6109789500897103,0.9956514428224441,0.24022144165469425,2,0.9221263036311209
CMTM6,0.3014522352852603,0.11489638823356878,0.07625531434746546,0.5266491562230551,0.995650824316093,0.019623640466783356,2,0.3014522352852603
VAPB,0.1511975942002815,0.0576390417704235,0.03822507233025145,0.26417011607031154,0.9956443410292419,0.0,2,0.1511975942002815
PRDX6,0.5924286789862784,0.22611121881898366,0.1492506901010704,1.0356066678714864,0.995604497126453,0.0954392420115656,2,0.5924286789862784
FMNL1,0.8374544953347982,0.31966280328516483,0.21091540089587513,1.4639935897737213,0.995601008543987,0.1975492594922323,2,0.8374544953347982
VTI1B,0.9705716764679989,0.3707739310735104,0.24385477156391855,1.6972885813720793,0.995573656826177,0.26812570923816326,2,0.9705716764679989
ATP6V0D1,0.9440476411088274,0.3607992722786013,0.23688106744276893,1.6512142147748858,0.9955587711733491,0.2535315747558455,2,0.9440476411088274
AKAP13,0.800035609675945,0.3058437229247251,0.2005819127434838,1.3994893066084062,0.9955494749612244,0.18026196776396658,2,0.800035609675945
SEMA3B,0.6333785688126193,0.24216070014804394,0.15874359652245323,1.1080135411027854,0.9955455448791604,0.11046873796881677,2,0.6333785688126193
ST6GALNAC3,0.374506950937428,0.14324658816560623,0.09374363813283976,0.6552702637420162,0.995531064344773,0.03424383386997945,2,0.374506950937428
WDR25,0.2629063879875981,0.10072490417410562,0.06548557580635106,0.4603272001688451,0.9954747788886322,0.013526277552514322,2,0.2629063879875981
SLC24A4,0.7696643697101284,0.294882553331291,0.19169456518079808,1.3476341742394586,0.9954738269753105,0.1670931422340876,2,0.7696643697101284
NCOA3,0.2460992214028273,0.09437154801172556,0.0611309872998452,0.4310674555058094,0.9954432817641956,0.011055624799634418,2,0.2460992214028273
GNPDA1,0.6021231124531784,0.23095844687825787,0.149444556571793,1.0548016683345638,0.9954338658990156,0.09986978252451402,2,0.6021231124531784
HEBP1,1.2829744091674555,0.49227765381505495,0.3181102076899478,2.2478386106449633,0.9954223612456881,0.4778517272624694,2,1.2829744091674555
TXLNA,0.1501724480792155,0.0576390417704235,0.037199926209185455,0.2631449699492456,0.995411574807727,0.0,2,0.1501724480792155
IQCE,0.5594141810991617,0.2148358376563925,0.13833593929263244,0.980492422905691,0.9953917144848492,0.08549684983479607,2,0.5594141810991617
DNM1,0.6008562022153898,0.23075208685956794,0.14858211197063664,1.0531302924601431,0.9953915668875875,0.09967924603622166,2,0.6008562022153898
C4BPA,0.3661365299666221,0.1406364480437673,0.0904890918008382,0.641783968132406,0.9953851351888524,0.032763009298642454,2,0.3661365299666221
QKI,0.4002282464444499,0.15380489653426976,0.09877064923728113,0.7016858436516187,0.9953683584545026,0.04051257543491651,2,0.4002282464444499
TRPM4,0.6580606848416374,0.25300212484426277,0.16217652014688239,1.1539448495363924,0.9953524928619525,0.12120439634330164,2,0.6580606848416374
CEBPA,0.6438742036288762,0.24761270332432833,0.15855330511319266,1.1291951021445596,0.9953432629900084,0.11580877194906108,2,0.6438742036288762
MPZL2,0.24674544688597524,0.09499835497555285,0.060548671133891646,0.4329422226380588,0.9953029044339372,0.011292120294247698,2,0.24674544688597524
FCN1,1.144294175067209,0.44083466381094344,0.28025823399775995,2.0083301161366585,0.9952806895293111,0.38184818117100644,2,1.144294175067209
PPP1R10,0.9260239234704937,0.35687527101260647,0.22654839228578505,1.6254994546552024,0.9952678543937125,0.24789936796927153,2,0.9260239234704937
PPM1M,0.6265897813598195,0.24156690773933692,0.15311864219071908,1.1000609205289198,0.9952546890945302,0.10989432220485724,2,0.6265897813598195
MED16,0.7419869370366091,0.28621536880900916,0.18100481417095116,1.3029690599022672,0.9952346629576694,0.1570206127876533,2,0.7419869370366091
RPS24,0.14913978399045785,0.0576390417704235,0.0361672621204278,0.2621123058604879,0.9951659391959642,0.0,2,0.14913978399045785
FLOT2,0.8619311288285154,0.3331700837596248,0.20891776465965084,1.51494449299738,0.9951600688125345,0.21518477346131143,2,0.8619311288285154
GRAMD1A,0.6552654659878928,0.25332124656733146,0.15875582271592314,1.1517751092598625,0.995154970695523,0.1215275296405778,2,0.6552654659878928
ACAA1,0.8234113378576046,0.31862671581671326,0.1989029748568466,1.4479197008583626,0.9951204596617703,0.19622665129527517,2,0.8234113378576046
PRAM1,0.9223497403199995,0.35691411608977697,0.22279807278403663,1.6219014078559624,0.9951202280880186,0.24795482132203553,2,0.9223497403199995
PPP1R18,0.781151667544148,0.3024481430416067,0.1883533071825988,1.373950027905697,0.9950993590036257,0.17613110950968974,2,0.781151667544148
RRM2,0.4095941567825354,0.15861021510879908,0.09871813516928923,0.7204701783957816,0.9950941330688512,0.04351352896247417,2,0.4095941567825354
TOR1AIP2,0.7460268831893709,0.28906959167929636,0.17945048349795012,1.3126032828807919,0.9950712229832668,0.16030444772064772,2,0.7460268831893709
HHEX,0.6043340477785125,0.23425629760503497,0.145191704472644,1.063476391084381,0.9950571011723447,0.1029378766597909,2,0.6043340477785125
TOM1,0.8925458213939371,0.3461821436159194,0.21402881990673506,1.5710628228811392,0.9950349646797674,0.23286390699248063,2,0.8925458213939371
PHF12,0.3053510756119176,0.11845371606807141,0.07318179211849765,0.5375203591053376,0.9950285554794767,0.021281093530597033,2,0.3053510756119176
APOBEC3B,0.4307193420842773,0.16712320907133346,0.10315785230446373,0.7582808318640909,0.9950205960010389,0.049057029433925536,2,0.4307193420842773
KIF23,0.1485349738391135,0.0576390417704235,0.03556245196908343,0.26150749570914356,0.9950166931702036,0.0,2,0.1485349738391135
TPST2,0.7287914450395157,0.28281123485374693,0.17448142472617167,1.2831014653528596,0.9950162342950066,0.1531467096883948,2,0.7287914450395157
FAM168A,0.14842307520213022,0.0576390417704235,0.03545055333210016,0.26139559707216026,0.9949886348614589,0.0,2,0.14842307520213022
KIAA0040,1.1116439079037612,0.43183745112876676,0.26524250369137836,1.958045312116144,0.9949766582104791,0.36614508166487986,2,1.1116439079037612
YY1AP1,0.49308348781587436,0.19156834913314982,0.11760952351490073,0.868557452116848,0.9949724667779221,0.06658828454545526,2,0.49308348781587436
ZNFX1,1.2236500875915566,0.4766085750194944,0.28949728055334756,2.1578028946297656,0.9948769452695003,0.4474887881708223,2,1.2236500875915566
ANKRD11,0.17053699141436035,0.06644416501457122,0.04030642798580075,0.30076755484291995,0.9948652610445502,0.002141931300100479,2,0.17053699141436035
IK,0.3481057771782848,0.13566949520668,0.08219356657319199,0.6140179877833776,0.9948536371757914,0.030020533255552186,2,0.3481057771782848
FZD2,1.1133555639848691,0.43392347318242,0.2628655565473259,1.9638455714224123,0.9948529112043314,0.3697570426789666,2,1.1133555639848691
TAX1BP1,0.3070509533976041,0.1196831526581734,0.07247197418758419,0.5416299326076239,0.9948491135034918,0.02186574681641779,2,0.3070509533976041
SLK,0.5863391560747576,0.22861450899079305,0.13825471845280324,1.034423593696712,0.9948374977096031,0.09771560003070444,2,0.5863391560747576
TNFRSF1B,1.000354827435817,0.3900740351920043,0.2358097184594885,1.7648999364121454,0.9948341512980895,0.29749416585067695,2,1.000354827435817
PAX8,0.14781673619917027,0.0576390417704235,0.03484421432914021,0.26078925806920034,0.994834136119295,0.0,2,0.14781673619917027
TAPBPL,1.1032638806569826,0.4302083685752763,0.2600554782494411,1.946472283064524,0.9948335813797723,0.3633364191703849,2,1.1032638806569826
AVL9,0.38286829872480144,0.1493905899952403,0.09006274233413047,0.6756738551154724,0.9948094181967706,0.037837341943516935,2,0.38286829872480144
GM2A,1.2150395302520587,0.47424134708218657,0.2855264899709731,2.1445525705331443,0.9947974828361,0.44298705836735036,2,1.2150395302520587
RPH3AL,0.14766831499995883,0.0576390417704235,0.03469579312992878,0.2606408368699889,0.9947956775975624,0.0,2,0.14766831499995883
ATP6V1G1,0.3856952878617058,0.15060508181665827,0.09050932750105561,0.6808812482223561,0.9947810006394284,0.03856558304202581,2,0.3856952878617058
F8A3,0.2602363346665073,0.10170344968530402,0.06089757328331141,0.4595750960497032,0.9947479282521798,0.01392129327076252,2,0.2602363346665073
GNAI2,0.7396501929463484,0.2890657724612184,0.17308127892236036,1.3062191069703364,0.9947477016781499,0.16030003186575836,2,0.7396501929463484
MVP,1.133279712943202,0.44296410311461515,0.26507007083855627,2.0014893550478474,0.9947422590461217,0.3856121423674255,2,1.133279712943202
DNAH10,0.14704677510592226,0.0576390417704235,0.03407425323589221,0.26001929697595233,0.9946318442916,0.0,2,0.14704677510592226
CTSH,0.8628285778779133,0.338719891914311,0.19893758972586373,1.5267195660299628,0.9945723366457244,0.22264231366928,2,0.8628285778779133
CPT2,0.31413164978504493,0.12340155733309066,0.07226459741218724,0.5559987021579026,0.9945455760742676,0.023670974331713047,2,0.31413164978504493
CLCN5,0.9429889085039757,0.3706295373280382,0.21655501534102073,1.6694228016669306,0.9945249884475729,0.26791160468994185,2,0.9429889085039757
RCN1,1.034247271030086,0.40650797430863184,0.23749164138516765,1.8310029006750046,0.994523955884039,0.3236758049691064,2,1.034247271030086
GP9,0.7366171961977641,0.289578130533315,0.16904406035246677,1.3041903320430615,0.9945166759318371,0.1608929515000358,2,0.7366171961977641
TRAPPC9,0.42927909186578056,0.16899689920868405,0.09804516941675984,0.7605130143148013,0.9944599049402244,0.05031611250677595,2,0.42927909186578056
PSMD9,0.14628275363456122,0.0576390417704235,0.03331023176453117,0.25925527550459126,0.9944241817578728,0.0,2,0.14628275363456122
CASP1,1.3845063301554354,0.5460328217793112,0.3142819994679855,2.4547306608428854,0.994386830970553,0.58948035845569,2,1.3845063301554354
GLB1L,0.1461000803626089,0.0576390417704235,0.033127558492578854,0.25907260223263895,0.9943734859863578,0.0,2,0.1461000803626089
E2F4,0.5671810276801331,0.22379748619053116,0.12853795474669205,1.0058241006135742,0.9943671832042216,0.0933575559585017,2,0.5671810276801331
DTX2,0.7918489886728199,0.31248224090354676,0.1793837965018683,1.4043141808437716,0.9943625412025089,0.18847122643632988,2,0.7918489886728199
HM13,1.029306881079363,0.40673081229351055,0.23211448898408238,1.826499273174644,0.9943079710091884,0.324038241862067,2,1.029306881079363
MALAT1,0.14584046935050382,0.0576390417704235,0.032867947480473766,0.25881299122053386,0.9943007341791774,0.0,2,0.14584046935050382
SLC25A20,0.1457734198300492,0.0576390417704235,0.03280089796001916,0.25874594170007925,0.9942818094636983,0.0,2,0.1457734198300492
PTK2B,1.0487250230966088,0.41475469288858857,0.23580582503497516,1.8616442211582425,0.9942731451795062,0.33722110209595074,2,1.0487250230966088
COMMD6,0.171578456759417,0.06791365894185733,0.038467685233376625,0.30468922828545736,0.9942384259076513,0.0025310812450358216,2,0.171578456759417
PSRC1,0.6042457285869965,0.23924342263479711,0.13532862022279418,1.073162836951199,0.9942258162373212,0.10766021732989851,2,0.6042457285869965
ELOVL1,0.6887561227252337,0.2728037222662712,0.15406082708334212,1.2234514183671252,0.9942106625100113,0.14202663886615732,2,0.6887561227252337
GAS6,1.1570592933936923,0.4588995709693215,0.25761613429382213,2.0565024524935627,0.9941551902338281,0.4143551668544087,2,1.1570592933936923
SUSD1,0.5714535025592731,0.22666176137098867,0.12719645027213528,1.015710554846411,0.9941517826781205,0.09593772503534774,2,0.5714535025592731
ST3GAL4,0.6583252750673713,0.2611192664787193,0.14653151276908138,1.1701190373656611,0.9941516835421627,0.1295501985313987,2,0.6583252750673713
GBF1,0.28720908860646477,0.1139595116256081,0.06384844582027288,0.5105697313926567,0.9941368088796105,0.01919558884044029,2,0.28720908860646477
DGCR2,0.7487901774021365,0.29768642753375096,0.16532477943598456,1.3322555753682885,0.9940545485165295,0.1704159869109649,2,0.7487901774021365
SBF2,0.6373295585524904,0.25356275244290466,0.1403465637643973,1.1343125533405836,0.9940229830550016,0.12177234225766873,2,0.6373295585524904
FAM20A,1.4410519130168324,0.575013039123795,0.3140263563341943,2.5680774696994706,0.9938967978074937,0.6544564604308262,2,1.4410519130168324
NFE2,0.9439966421827718,0.376903831523748,0.20526513239622568,1.682728151969318,0.9938706546992605,0.2772919448838826,2,0.9439966421827718
DHTKD1,0.5818917259219332,0.2323394821449402,0.12650634091785035,1.037277110926016,0.9938685827088494,0.10114930696371884,2,0.5818917259219332
BLVRB,0.6500278197955042,0.25980472913380726,0.140810550693242,1.1592450888977663,0.9938250612430459,0.12818074226675627,2,0.6500278197955042
CCNI,0.3608670293158791,0.14434860141592765,0.07794377054066093,0.6437902880910973,0.9937897913466156,0.0348772447056442,2,0.3608670293158791
CXORF38,0.6545746813271571,0.261987528619339,0.14107912523325272,1.1680702374210616,0.9937639150434829,0.13045852628629828,2,0.6545746813271571
APOL4,1.6806805836362388,0.6726840069088283,0.36221993009493536,2.9991412371775423,0.9937634590890918,0.8981835136264321,2,1.6806805836362388
CYB5R3,0.7735576549654941,0.30965044987606627,0.16664277320840426,1.3804725367225839,0.9937580815200567,0.1849478430357867,2,0.7735576549654941
ARL11,0.956169257888439,0.3828578745784886,0.20576782371460134,1.7065706920622765,0.9937455343609032,0.2863391186059257,2,0.956169257888439
YBX1,0.4807583275160142,0.19264628728608627,0.10317160443528517,0.8583450505967433,0.9937118879481788,0.06741641619550445,2,0.4807583275160142
ADM,1.0144398344469956,0.4066752347427355,0.21735637435123412,1.811523294542757,0.9936927594482903,0.3239478286502304,2,1.0144398344469956
CAMP,0.6559293516672478,0.2629579131404284,0.14053184191200818,1.1713268614224872,0.9936919685440284,0.1314772579078508,2,0.6559293516672478
SMPDL3A,0.5837715269379741,0.2340762125047955,0.12498215042857491,1.0425609034473733,0.9936832669234686,0.10276921455530245,2,0.5837715269379741
TIFA,1.1484065770468268,0.46065367459338685,0.24552537484378856,2.051287779249865,0.9936664402157778,0.41758112793509555,2,1.1484065770468268
ARPC5,0.6553010590205028,0.26313644815931736,0.13955362062824084,1.1710484974127648,0.99361907816699,0.13166509833384044,2,0.6553010590205028
S100A8,1.0849028140089723,0.436006553198156,0.2303299697405865,1.939475658277358,0.9935817207457035,0.37338127913492963,2,1.0849028140089723
ZNF267,0.3985393386101182,0.1604736244256249,0.08401103473589339,0.713067642484343,0.9934954352197256,0.04470213083273913,2,0.3985393386101182
PPP6C,0.14313443406505677,0.0576390417704235,0.030161912195026716,0.2561069559350868,0.9934912398772329,0.0,2,0.14313443406505677
LILRB2,0.806643780501984,0.32484156171181156,0.16995431954683338,1.4433332414571347,0.9934894453109162,0.2042245332538136,2,0.806643780501984
CRLS1,0.14312870737553432,0.0576390417704235,0.030156185505504265,0.2561012292455644,0.9934894240994318,0.0,2,0.14312870737553432
AMFR,0.6786232062628972,0.2733589105065609,0.14283974167003777,1.2144066708557566,0.9934774470096988,0.1426330513563928,2,0.6786232062628972
PAQR4,0.5482626200201417,0.2208687566522889,0.11535985698165546,0.981165383058628,0.9934731425618508,0.09075327053152317,2,0.5482626200201417
ELF4,0.9938299564567125,0.40039017056867005,0.2090652221421192,1.7785946907713057,0.9934704539433122,0.3138030310136303,2,0.9938299564567125
LRP3,0.14305021171498788,0.0576390417704235,0.03007768984495783,0.2560227335850179,0.9934644900571399,0.0,2,0.14305021171498788
FBXL18,0.25587899203476505,0.10311458154618663,0.05377441220423926,0.4579835718652908,0.99345849259459,0.014497735086230739,2,0.25587899203476505
DCLRE1B,0.25750923638889167,0.10386102465424568,0.05394162806657013,0.46107684471121324,0.9934191456633666,0.01480590128208902,2,0.25750923638889167
PDK3,1.1823908363662492,0.47724383918143154,0.2469929115706434,2.117788761161855,0.9933854262813178,0.4487006774503584,2,1.1823908363662492
ZNF557,0.14276896149717386,0.0576390417704235,0.029796439627143803,0.2557414833672039,0.9933744565081792,0.0,2,0.14276896149717386
CHMP4B,0.8702503484632045,0.351965154783644,0.18039864508726233,1.5601020518391466,0.9932922943089666,0.24093852637800556,2,0.8702503484632045
TPT1,0.3355253262618814,0.13572287625837334,0.06950848879546967,0.6015421637282932,0.9932845680776541,0.030049481372373624,2,0.3355253262618814
PYGB,0.145042019569045,0.05871024311780515,0.029969943058146903,0.26011409607994307,0.9932532584245384,0.00024304753606144754,2,0.145042019569045
PILRA,0.9537733205322265,0.3863338939437582,0.19655888840246039,1.7109877526619925,0.9932212695378448,0.2916864941352138,2,0.9537733205322265
PER1,0.26689905440636585,0.10816653221845438,0.054892651258195285,0.4789054575545364,0.9931966614974888,0.01662724145530065,2,0.26689905440636585
ZNF646,0.47977132753845636,0.19451013021969568,0.09853147230785281,0.8610111827690599,0.993179147620868,0.06885929667994492,2,0.47977132753845636
C6ORF163,0.14206537520961654,0.0576390417704235,0.029092853339586486,0.2550378970796466,0.9931444057398727,0.0,2,0.14206537520961654
ASAP1,0.6287619374214196,0.2553490092650985,0.12827787926182654,1.1292459955810128,0.9930987542320722,0.12359030264548755,2,0.6287619374214196
DNAJB6,0.14190540425780476,0.0576390417704235,0.028932882387774708,0.25487792612783483,0.9930911261721316,0.0,2,0.14190540425780476
LARP4B,0.6967052037651905,0.28301373624295817,0.14199828072899257,1.2514121268013885,0.9930866869042846,0.15337585933493575,2,0.6967052037651905
ARPC1B,1.0421401961820327,0.4234130547096058,0.2122506089512054,1.8720297834128599,0.9930779825583747,0.35173527609297295,2,1.0421401961820327
CBFA2T3,0.5108663465535667,0.2078130491910423,0.10355277013912378,0.9181799229680095,0.9930201304818729,0.07956142116349496,2,0.5108663465535667
ELANE,0.5531582914673985,0.2251104720894798,0.11194176617201812,0.9943748167627788,0.9930002224416392,0.09453623229813414,2,0.5531582914673985
ZNF385A,0.8692573931378544,0.35383822866626075,0.17573446495198342,1.5627803213237255,0.9929880769713356,0.2435825175331204,2,0.8692573931378544
SECTM1,1.3562589254184692,0.5521121836195239,0.2741190455242024,2.438398805312736,0.9929849453308265,0.6028323547948087,2,1.3562589254184692
FAM120B,0.36842623539157177,0.1500493205198598,0.07432956717264655,0.6625229036104969,0.9929629700664171,0.03823160048859131,2,0.36842623539157177
PHF20L1,0.3166117547995516,0.12916829785755407,0.06344189099874564,0.5697816186003576,0.9928801051071134,0.026580458149806106,2,0.3166117547995516
CNIH4,1.3362329386519134,0.5454017220304432,0.2672455634722446,2.405220313831582,0.9928571426966915,0.588102755116766,2,1.3362329386519134
GGCX,0.9257739687818916,0.37791776109974573,0.18505515702638997,1.6664927805373932,0.9928506490612503,0.278822593474395,2,0.9257739687818916
VPS54,0.30639368103156317,0.1250823928543764,0.06123219103698546,0.5515551710261408,0.9928479567572353,0.024505217701334264,2,0.30639368103156317
PDCD1LG2,1.5073568224055265,0.6153910494357941,0.3011903655113699,2.7135232792996833,0.9928458587148613,0.7505885206038195,2,1.5073568224055265
TIMM22,0.14117842669362338,0.0576390417704235,0.028205904823593322,0.25415094856365344,0.9928443673516658,0.0,2,0.14117842669362338
WSB1,0.7040349509570009,0.2875072933615447,0.14052065596837326,1.2675492459456286,0.9928324560530988,0.158502958016186,2,0.7040349509570009
FOXO4,0.5077879928179353,0.20744605514523104,0.10119372473328248,0.9143822609025881,0.9928135772593247,0.07925667651902496,2,0.5077879928179353
TEP1,0.7849264547369839,0.3207183720032955,0.15631844561052466,1.413534463863443,0.9928054669442697,0.19890115246948556,2,0.7849264547369839
ANTXR2,0.4737526434622272,0.1936195429641719,0.09425833925245031,0.853246947672004,0.9927939090820872,0.06816812033823032,2,0.4737526434622272
SCIMP,0.850306720717076,0.3475972817664774,0.16901604845478035,1.5315973929793718,0.9927822763158853,0.23482745260642085,2,0.850306720717076
