regulation of angiogenesis,regulation of vasculature development,angiogenesis,blood vessel morphogenesis,negative regulation of angiogenesis,negative regulation of vasculature development,negative regulation of blood vessel morphogenesis,blood vessel development
-0.14077475049920404,-0.14077475049920404,-0.10609122916769345,-0.10609122916769345,0.09973230835826354,0.09973230835826354,0.09973230835826354,-0.10609122916769345
1.1417076515105617,1.1417076515105617,1.1280221193323776,1.1280221193323776,0.16915104608181875,0.16915104608181875,0.16915104608181875,1.1280221193323776
0.21087791006602138,0.21087791006602138,0.14536744159967435,0.14536744159967435,0.0034809407036855977,0.0034809407036855977,0.0034809407036855977,0.14536744159967435
0.37314196221653245,0.37314196221653245,0.5072417956431435,0.5072417956431435,0.4440725326390986,0.4440725326390986,0.4440725326390986,0.5072417956431435
-0.5408688014233439,-0.5408688014233439,-0.5305670932203281,-0.5305670932203281,-0.866006812758947,-0.866006812758947,-0.866006812758947,-0.5305670932203281
0.1672345276776217,0.1672345276776217,0.06583566409185859,0.06583566409185859,0.3757635940904919,0.3757635940904919,0.3757635940904919,0.06583566409185859
0.078017588559516,0.078017588559516,0.07087010490609394,0.07087010490609394,0.023026898403216922,0.023026898403216922,0.023026898403216922,0.07087010490609394
0.008517264705118354,0.008517264705118354,0.12830210607014586,0.12830210607014586,-0.1849921597076789,-0.1849921597076789,-0.1849921597076789,0.12830210607014586
0.6523932862184667,0.6523932862184667,0.7391543125786658,0.7391543125786658,0.5703245866834094,0.5703245866834094,0.5703245866834094,0.7391543125786658
-0.24897183028879355,-0.24897183028879355,-0.2030682243517905,-0.2030682243517905,-0.09649060324287745,-0.09649060324287745,-0.09649060324287745,-0.2030682243517905
-0.1156325747638957,-0.1156325747638957,-0.18101077480221123,-0.18101077480221123,0.060427193713711,0.060427193713711,0.060427193713711,-0.18101077480221123
-0.1066003023718306,-0.1066003023718306,-0.004118563954120905,-0.004118563954120905,-0.13741213841554267,-0.13741213841554267,-0.13741213841554267,-0.004118563954120905
0.08049855616760986,0.08049855616760986,0.2420708550069166,0.2420708550069166,0.0027788230176186146,0.0027788230176186146,0.0027788230176186146,0.2420708550069166
0.39050897495039755,0.39050897495039755,0.4645063492182791,0.4645063492182791,0.3172454731204036,0.3172454731204036,0.3172454731204036,0.4645063492182791
-0.034409689984684154,-0.034409689984684154,-0.06885257014032921,-0.06885257014032921,0.06290645060349392,0.06290645060349392,0.06290645060349392,-0.06885257014032921
0.03002578583816523,0.03002578583816523,0.05361746233941949,0.05361746233941949,0.043214295040873624,0.043214295040873624,0.043214295040873624,0.05361746233941949
0.2785310795440969,0.2785310795440969,0.2511972409973794,0.2511972409973794,0.211681691496871,0.211681691496871,0.211681691496871,0.2511972409973794
-0.3618135752451504,-0.3618135752451504,-0.550109912285223,-0.550109912285223,0.03732125221624538,0.03732125221624538,0.03732125221624538,-0.550109912285223
0.07824848785988897,0.07824848785988897,0.03555696274885341,0.03555696274885341,0.1247921275827106,0.1247921275827106,0.1247921275827106,0.03555696274885341
-0.5921330301989488,-0.5921330301989488,-0.5488525581354228,-0.5488525581354228,-0.42622920382049645,-0.42622920382049645,-0.42622920382049645,-0.5488525581354228
-0.30774095097340176,-0.30774095097340176,-0.2893909366093784,-0.2893909366093784,-0.6271661895372775,-0.6271661895372775,-0.6271661895372775,-0.2893909366093784
0.4536880211726457,0.4536880211726457,0.6395388266805536,0.6395388266805536,0.20330627965768727,0.20330627965768727,0.20330627965768727,0.6395388266805536
-0.42779435946750416,-0.42779435946750416,-0.4992017041760763,-0.4992017041760763,-0.14259927050817595,-0.14259927050817595,-0.14259927050817595,-0.4992017041760763
-0.30715873401707144,-0.30715873401707144,-0.3323329617339676,-0.3323329617339676,-0.24617291254009596,-0.24617291254009596,-0.24617291254009596,-0.3323329617339676
-0.7640877334467024,-0.7640877334467024,-0.7465816033953144,-0.7465816033953144,-0.8584195867371187,-0.8584195867371187,-0.8584195867371187,-0.7465816033953144
0.8020393043688432,0.8020393043688432,0.713046390998827,0.713046390998827,0.6319200283135639,0.6319200283135639,0.6319200283135639,0.713046390998827
-0.47526553977917274,-0.47526553977917274,-0.5605227036823078,-0.5605227036823078,-0.27301007991684795,-0.27301007991684795,-0.27301007991684795,-0.5605227036823078
-0.30059723149810713,-0.30059723149810713,-0.34409496267048445,-0.34409496267048445,-0.12769507969318433,-0.12769507969318433,-0.12769507969318433,-0.34409496267048445
-0.03368398508034683,-0.03368398508034683,0.018848998881491878,0.018848998881491878,0.019554273329013133,0.019554273329013133,0.019554273329013133,0.018848998881491878
-0.18682663144537925,-0.18682663144537925,-0.2072835944412358,-0.2072835944412358,-0.10326857809976157,-0.10326857809976157,-0.10326857809976157,-0.2072835944412358
-0.18178127563465915,-0.18178127563465915,-0.18336637431712247,-0.18336637431712247,0.053158223814403764,0.053158223814403764,0.053158223814403764,-0.18336637431712247
-0.5556022693150703,-0.5556022693150703,-0.5473453230314921,-0.5473453230314921,-0.025626826428087668,-0.025626826428087668,-0.025626826428087668,-0.5473453230314921
-0.6786346957642536,-0.6786346957642536,-0.860425797811686,-0.860425797811686,-0.4251466725826753,-0.4251466725826753,-0.4251466725826753,-0.860425797811686
-0.564235576049493,-0.564235576049493,-0.5012658755560618,-0.5012658755560618,-0.8575199113204354,-0.8575199113204354,-0.8575199113204354,-0.5012658755560618
-0.623685287472748,-0.623685287472748,-0.6423133546515357,-0.6423133546515357,-0.28552058422563165,-0.28552058422563165,-0.28552058422563165,-0.6423133546515357
-0.6507040109719997,-0.6507040109719997,-0.734623614079261,-0.734623614079261,-0.5920439787881409,-0.5920439787881409,-0.5920439787881409,-0.734623614079261
0.4894476885041459,0.4894476885041459,0.4384117942750973,0.4384117942750973,0.37543466956221133,0.37543466956221133,0.37543466956221133,0.4384117942750973
-0.4093373119707789,-0.4093373119707789,-0.3574863849715602,-0.3574863849715602,-0.38090351022081814,-0.38090351022081814,-0.38090351022081814,-0.3574863849715602
0.705045175458845,0.705045175458845,0.6694576863534866,0.6694576863534866,0.7410246985317259,0.7410246985317259,0.7410246985317259,0.6694576863534866
0.027681809516963068,0.027681809516963068,0.00010240854063259253,0.00010240854063259253,0.26114939594244113,0.26114939594244113,0.26114939594244113,0.00010240854063259253
0.09168672215663842,0.09168672215663842,0.07627985657931997,0.07627985657931997,0.16256969359832651,0.16256969359832651,0.16256969359832651,0.07627985657931997
0.19196257115497972,0.19196257115497972,0.14289229905152828,0.14289229905152828,0.3026988000422609,0.3026988000422609,0.3026988000422609,0.14289229905152828
-1.0961826251214843,-1.0961826251214843,-1.044754403507279,-1.044754403507279,-0.9275742321168894,-0.9275742321168894,-0.9275742321168894,-1.044754403507279
-0.3608601841845653,-0.3608601841845653,-0.5067484699990566,-0.5067484699990566,-0.7908757932454689,-0.7908757932454689,-0.7908757932454689,-0.5067484699990566
0.41502068468785747,0.41502068468785747,0.31051312409472515,0.31051312409472515,0.47323654275814686,0.47323654275814686,0.47323654275814686,0.31051312409472515
0.17666552333916688,0.17666552333916688,0.027724685894644933,0.027724685894644933,0.6405586225948582,0.6405586225948582,0.6405586225948582,0.027724685894644933
-0.7204463402195936,-0.7204463402195936,-0.7120150211478552,-0.7120150211478552,-0.37709271960598867,-0.37709271960598867,-0.37709271960598867,-0.7120150211478552
0.3339054449449372,0.3339054449449372,0.336656854667528,0.336656854667528,0.4404486615284052,0.4404486615284052,0.4404486615284052,0.336656854667528
0.39233232746992003,0.39233232746992003,0.3895546105801735,0.3895546105801735,0.41318730872452575,0.41318730872452575,0.41318730872452575,0.3895546105801735
-0.37698573162002447,-0.37698573162002447,-0.39849261161364186,-0.39849261161364186,-0.4814777073250297,-0.4814777073250297,-0.4814777073250297,-0.39849261161364186
-0.6718521593551054,-0.6718521593551054,-0.6555592272592762,-0.6555592272592762,-0.5994792730505845,-0.5994792730505845,-0.5994792730505845,-0.6555592272592762
-0.45409857483734273,-0.45409857483734273,-0.4501286510161616,-0.4501286510161616,-0.39457948126023384,-0.39457948126023384,-0.39457948126023384,-0.4501286510161616
-0.03262584434950877,-0.03262584434950877,-0.2854059902581542,-0.2854059902581542,0.1540978782112675,0.1540978782112675,0.1540978782112675,-0.2854059902581542
-0.02649265921683015,-0.02649265921683015,-0.02728080042894248,-0.02728080042894248,-0.10822811860699713,-0.10822811860699713,-0.10822811860699713,-0.02728080042894248
-0.0715796267790901,-0.0715796267790901,-0.1795573648548616,-0.1795573648548616,0.17763171040285325,0.17763171040285325,0.17763171040285325,-0.1795573648548616
-0.5173577231255587,-0.5173577231255587,-0.5166889934107941,-0.5166889934107941,-0.7182256019719344,-0.7182256019719344,-0.7182256019719344,-0.5166889934107941
-0.6400978583828912,-0.6400978583828912,-0.9146296276459607,-0.9146296276459607,-0.44424907857978535,-0.44424907857978535,-0.44424907857978535,-0.9146296276459607
-0.4818523137363983,-0.4818523137363983,-0.45042716359357154,-0.45042716359357154,-0.3693118845431408,-0.3693118845431408,-0.3693118845431408,-0.45042716359357154
0.20528976305169797,0.20528976305169797,0.1109902204896975,0.1109902204896975,0.14990910855961548,0.14990910855961548,0.14990910855961548,0.1109902204896975
0.07124172916704334,0.07124172916704334,-0.07453579871476894,-0.07453579871476894,0.36857269472623183,0.36857269472623183,0.36857269472623183,-0.07453579871476894
0.1654193831711861,0.1654193831711861,0.25858516645022134,0.25858516645022134,0.18802680383556067,0.18802680383556067,0.18802680383556067,0.25858516645022134
0.5696459164980584,0.5696459164980584,0.6226627219036798,0.6226627219036798,0.5737555703193887,0.5737555703193887,0.5737555703193887,0.6226627219036798
0.7449809855170662,0.7449809855170662,0.6711456078402609,0.6711456078402609,0.909608329800263,0.909608329800263,0.909608329800263,0.6711456078402609
-0.8081182342513794,-0.8081182342513794,-0.8382859331294875,-0.8382859331294875,-0.9283275528833743,-0.9283275528833743,-0.9283275528833743,-0.8382859331294875
0.0874583653285953,0.0874583653285953,-0.013807909865434422,-0.013807909865434422,0.1865152009338169,0.1865152009338169,0.1865152009338169,-0.013807909865434422
0.2235614323544698,0.2235614323544698,0.13668524371765675,0.13668524371765675,0.39395039420826977,0.39395039420826977,0.39395039420826977,0.13668524371765675
0.19645586464120526,0.19645586464120526,0.31263428187935877,0.31263428187935877,-0.08041683430782062,-0.08041683430782062,-0.08041683430782062,0.31263428187935877
-0.22294284899020142,-0.22294284899020142,-0.24018453285987787,-0.24018453285987787,-0.33601693073778693,-0.33601693073778693,-0.33601693073778693,-0.24018453285987787
0.1326012365076951,0.1326012365076951,0.15366086836224233,0.15366086836224233,0.27867009320166414,0.27867009320166414,0.27867009320166414,0.15366086836224233
-0.34908789178603844,-0.34908789178603844,-0.5053902119577702,-0.5053902119577702,-0.573097731336313,-0.573097731336313,-0.573097731336313,-0.5053902119577702
-0.08152358501104685,-0.08152358501104685,0.022032034968856355,0.022032034968856355,0.08874012930801778,0.08874012930801778,0.08874012930801778,0.022032034968856355
-0.5532069485769,-0.5532069485769,-0.6163519106225931,-0.6163519106225931,-0.5195922353996378,-0.5195922353996378,-0.5195922353996378,-0.6163519106225931
0.1199842453516775,0.1199842453516775,-0.04643156271856852,-0.04643156271856852,0.007808424878946396,0.007808424878946396,0.007808424878946396,-0.04643156271856852
0.28352898193335013,0.28352898193335013,0.11350564836445999,0.11350564836445999,0.3418760703312065,0.3418760703312065,0.3418760703312065,0.11350564836445999
-0.6536962713743627,-0.6536962713743627,-0.1265210149549962,-0.1265210149549962,-1.1588751277857463,-1.1588751277857463,-1.1588751277857463,-0.1265210149549962
-1.3049240225993008,-1.3049240225993008,-1.3083720480032137,-1.3083720480032137,-1.19268646184744,-1.19268646184744,-1.19268646184744,-1.3083720480032137
-0.600545664409943,-0.600545664409943,-0.6121507648544199,-0.6121507648544199,-0.4904610030405635,-0.4904610030405635,-0.4904610030405635,-0.6121507648544199
0.20974602107655002,0.20974602107655002,0.2517221475240145,0.2517221475240145,0.1902310873919001,0.1902310873919001,0.1902310873919001,0.2517221475240145
0.1247407245897953,0.1247407245897953,0.11303800475761623,0.11303800475761623,0.19744463676659726,0.19744463676659726,0.19744463676659726,0.11303800475761623
-0.33210279481740884,-0.33210279481740884,-0.41122944886323204,-0.41122944886323204,-0.09635331451610646,-0.09635331451610646,-0.09635331451610646,-0.41122944886323204
-0.5725747711737715,-0.5725747711737715,-0.648056507249116,-0.648056507249116,-0.2949107550224423,-0.2949107550224423,-0.2949107550224423,-0.648056507249116
-0.6179105780593123,-0.6179105780593123,-0.7565384845144111,-0.7565384845144111,-0.48714649303379454,-0.48714649303379454,-0.48714649303379454,-0.7565384845144111
0.018700174622973104,0.018700174622973104,0.0024799969012392264,0.0024799969012392264,-0.033568549535973435,-0.033568549535973435,-0.033568549535973435,0.0024799969012392264
-0.1216952143270536,-0.1216952143270536,-0.1553710326336763,-0.1553710326336763,-0.06402933918924156,-0.06402933918924156,-0.06402933918924156,-0.1553710326336763
-0.0393271710648548,-0.0393271710648548,-0.033921023983786255,-0.033921023983786255,0.07251246307428197,0.07251246307428197,0.07251246307428197,-0.033921023983786255
-0.7627028342673589,-0.7627028342673589,-0.7746525918372259,-0.7746525918372259,-0.817610544605983,-0.817610544605983,-0.817610544605983,-0.7746525918372259
-0.41408063810778245,-0.41408063810778245,-0.2789000401341548,-0.2789000401341548,-0.8229243144834297,-0.8229243144834297,-0.8229243144834297,-0.2789000401341548
-0.21480994938105327,-0.21480994938105327,-0.1630185154310366,-0.1630185154310366,-0.2615565304473896,-0.2615565304473896,-0.2615565304473896,-0.1630185154310366
-0.25136775501676345,-0.25136775501676345,-0.19214992816706214,-0.19214992816706214,-0.38807018050926023,-0.38807018050926023,-0.38807018050926023,-0.19214992816706214
-0.007475619455453775,-0.007475619455453775,-0.039850171420035,-0.039850171420035,0.06775713940926872,0.06775713940926872,0.06775713940926872,-0.039850171420035
-0.06794595011953466,-0.06794595011953466,-0.07788491621104031,-0.07788491621104031,0.06322948988340397,0.06322948988340397,0.06322948988340397,-0.07788491621104031
-0.10488348382661354,-0.10488348382661354,-0.14680584996901094,-0.14680584996901094,-0.017468839023259915,-0.017468839023259915,-0.017468839023259915,-0.14680584996901094
0.6530975292993918,0.6530975292993918,0.6990308761282266,0.6990308761282266,0.9743493813007933,0.9743493813007933,0.9743493813007933,0.6990308761282266
-0.3082812168331506,-0.3082812168331506,-0.327167681660709,-0.327167681660709,-0.46200719732442874,-0.46200719732442874,-0.46200719732442874,-0.327167681660709
-1.0354114576226268,-1.0354114576226268,-0.9031175735940593,-0.9031175735940593,-0.8479617965206492,-0.8479617965206492,-0.8479617965206492,-0.9031175735940593
-1.022852443356432,-1.022852443356432,-1.0597742339101317,-1.0597742339101317,-1.1151032809214183,-1.1151032809214183,-1.1151032809214183,-1.0597742339101317
0.685443275928774,0.685443275928774,0.6559565915867214,0.6559565915867214,0.543351201715087,0.543351201715087,0.543351201715087,0.6559565915867214
1.2421123814783046,1.2421123814783046,1.2685565778697911,1.2685565778697911,1.451643208555132,1.451643208555132,1.451643208555132,1.2685565778697911
-0.03794550353817707,-0.03794550353817707,-0.04182951425070421,-0.04182951425070421,0.23676226957418667,0.23676226957418667,0.23676226957418667,-0.04182951425070421
0.3184296302897347,0.3184296302897347,0.43362468685079303,0.43362468685079303,0.3487406827158811,0.3487406827158811,0.3487406827158811,0.43362468685079303
-0.1289759789654358,-0.1289759789654358,-0.0019728214931133926,-0.0019728214931133926,-0.22049871757167377,-0.22049871757167377,-0.22049871757167377,-0.0019728214931133926
0.25632060280536473,0.25632060280536473,0.3863289789969703,0.3863289789969703,-0.08186606619195025,-0.08186606619195025,-0.08186606619195025,0.3863289789969703
0.41947782639672865,0.41947782639672865,0.3300194160309827,0.3300194160309827,0.15863008409997,0.15863008409997,0.15863008409997,0.3300194160309827
-0.10688301878941801,-0.10688301878941801,-0.03245039995515413,-0.03245039995515413,-0.04556690143135815,-0.04556690143135815,-0.04556690143135815,-0.03245039995515413
0.02367204318535721,0.02367204318535721,0.14560965820939392,0.14560965820939392,-0.28755145305557855,-0.28755145305557855,-0.28755145305557855,0.14560965820939392
-0.20322303343224912,-0.20322303343224912,-0.07793298555792293,-0.07793298555792293,-0.1542129393435891,-0.1542129393435891,-0.1542129393435891,-0.07793298555792293
0.19071489967947022,0.19071489967947022,0.02463829330028733,0.02463829330028733,0.006872109751541983,0.006872109751541983,0.006872109751541983,0.02463829330028733
-0.3954586352759058,-0.3954586352759058,-0.45451649787897525,-0.45451649787897525,-0.41408445876336886,-0.41408445876336886,-0.41408445876336886,-0.45451649787897525
-0.06128427573097619,-0.06128427573097619,-0.16542882196215158,-0.16542882196215158,0.18786793304137456,0.18786793304137456,0.18786793304137456,-0.16542882196215158
1.90979357185949,1.90979357185949,1.9254073694685965,1.9254073694685965,1.8038589892784294,1.8038589892784294,1.8038589892784294,1.9254073694685965
0.7076162471085864,0.7076162471085864,0.6084011637872759,0.6084011637872759,0.9446698828892277,0.9446698828892277,0.9446698828892277,0.6084011637872759
0.40953379361531095,0.40953379361531095,0.7122870056523325,0.7122870056523325,0.40893609437838185,0.40893609437838185,0.40893609437838185,0.7122870056523325
0.08245851689837395,0.08245851689837395,0.13273810226863988,0.13273810226863988,0.45204993205967314,0.45204993205967314,0.45204993205967314,0.13273810226863988
0.8940629523439156,0.8940629523439156,0.8668009839834154,0.8668009839834154,0.8079556733294135,0.8079556733294135,0.8079556733294135,0.8668009839834154
0.7474718444397251,0.7474718444397251,0.7452385128513639,0.7452385128513639,0.8136477166252396,0.8136477166252396,0.8136477166252396,0.7452385128513639
-0.5057121136860939,-0.5057121136860939,-0.5437732521621734,-0.5437732521621734,-0.3729702126820943,-0.3729702126820943,-0.3729702126820943,-0.5437732521621734
-0.2901129116052351,-0.2901129116052351,0.01877958850764628,0.01877958850764628,-0.4999170608047363,-0.4999170608047363,-0.4999170608047363,0.01877958850764628
0.5763339366139092,0.5763339366139092,0.43509692196098954,0.43509692196098954,0.6414721630215678,0.6414721630215678,0.6414721630215678,0.43509692196098954
-0.21346124106345532,-0.21346124106345532,-0.14548109981301938,-0.14548109981301938,-0.36263344319887075,-0.36263344319887075,-0.36263344319887075,-0.14548109981301938
