power,scale_free_r2,mean_connectivity
1,0.026285848253736154,316.3155798735988
2,0.45786440499770015,105.11177193996907
3,0.6618344947831951,44.69178669056305
4,0.7359272880491373,22.041453305234352
5,0.7750293672007803,12.002220924379154
6,0.7969132349426108,7.016082930891767
7,0.8487634448285228,4.327007419320863
8,0.8655364233129782,2.783255535795976
